identifier_file,title,host_title,abstract,date_text,date_key,date_qualifier,collection,collection_identifier,extent,form,genre,language,name,name_role,publisher,place_of_origin,subject_geographic 1,subject_geographic 2,subject_geographic 3,subject_name 1,digital_origin,subject_name 2,subject_name 3,subject_name 4,subject_name 5,subject_topical 1,subject_topical 2,subject_topical 3,subject_topical 4,project_title,repository,rights,public_note,item_type
0012_003707_000173,Congress Gridlock Club,Florida Times-Union,President Bill Clinton orders a cheering Democratic donkey to sit down after the Republican elephant and two men representing PACs and Lobbyists declare a campaign reform bill is a farce.,copyright 1993,1993,exact,Ed Gamble Cartoon Collection,MS.3763,10 inches by 14 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,"Clinton, Bill, 1946-",reformatted digital,Republican Party (U.S. : 1854- ),Democratic National Committee (U.S.),,,Democratic donkey (Symbolic character),Republican elephant (Symbolic character),Political action committees,Lobbyists,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000174,LA Awaits King Trial Verdict,Florida Times-Union,"Three men in arm chairs hold assault weapons. More weapons and ammunition are scattered on the floor. Above the three seated men are the words ""tick tick tick"" repeated.",copyright 1993,1993,exact,Ed Gamble Cartoon Collection,MS.3763,10 inches by 14 inches,cartoons (humorous images),United States--Social conditions--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Los Angeles (Calif.),,,,reformatted digital,,,,,"Rodney King Riots, Los Angeles, Calif., 1992",Trials,Assault weapons,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000175,"I know you're in there, soldier, but I'm not going to ask who you are...so don't tell me!!",Florida Times-Union,"A military general talks through a closet to a soldier inside. The general holds a book titled ""New Gay Military Policy?""",copyright 1993,1993,exact,Ed Gamble Cartoon Collection,MS.3763,9 inches by 13 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,United States--Armed Forces,reformatted digital,,,,,Gay military personnel--United States,Military policy,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000176,There must be a mistake! I'm supposed to be God!,Florida Times-Union,"A line forms in Hell behind David Koresh, who died during the Waco siege. Satan, holding Koresh's admittance papers to Hell, is not pleased that ""they"" sent him another ""fruit cake.""",copyright 1993,1993,exact,Ed Gamble Cartoon Collection,MS.3763,10.5 inches by 14 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),,,,"Koresh, David, 1959-1993",reformatted digital,,,,,Devil,Hell,"Waco Branch Davidian Disaster, Tex., 1993",,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000177,These earmuffs sure solved the crowd noise problem...all I can hear is a gurgling...swishing sound...uh oh!!!,Florida Times-Union,An anthromorphic hound dog wearing a Tennessee logo vest and carrying a rifle and flashlight walks into a giant mouth with pointed teeth.,copyright 1993,1993,exact,Ed Gamble Cartoon Collection,MS.3763,10 inches by 14 inches,cartoons (humorous images),Sports--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Gainesville (Fla.),,,University of Florida,reformatted digital,"University of Tennessee, Knoxville",,,,Sports team mascots,Sports rivalries,Hounds,American alligator,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000178,Gee...I wonder if we'll still be best friends when this is over!?,Florida Times-Union,"President Bill Clinton, with a Republican elephant as a trainer, and a Democratic donkey, with Ross Perot as a trainer, are about to be pitted against each other in a boxing match. The referee holds a sign reading ""NAFTA.""",copyright 1993,1993,exact,Ed Gamble Cartoon Collection,MS.3763,9 inches by 13 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Clinton, Bill, 1946-",reformatted digital,"Perot, H. Ross, 1930-",Republican Party (U.S. : 1854- ),Democratic National Committee (U.S.),North American Free Trade Agreement (1992 December 17),Boxing matches,Democratic donkey (Symbolic character),Republican elephant (Symbolic character),,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000179,The New National Health Care System,Florida Times-Union,"President Bill Clinton whispers to his wife Hillary back stage that she can proceed with her presentation on a national health care system, which is a form of Rube Goldberg machine.",copyright 1993,1993,exact,Ed Gamble Cartoon Collection,MS.3763,10 inches by 14 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,"Clinton, Bill, 1946-",reformatted digital,"Clinton, Hillary Rodham",,,,National health services,Inventions,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000180,"OK, here's the compromise...You remove the bayonet and he stops trying to kick you!!",Florida Times-Union,A man representing Croats and Muslims dangles from his arms as he tries to kick a large soldier representing Serbs. Uncle Sam and representatives from Europe and the United Nations inform the Serbian soldier of a compromise.,copyright 1993,1993,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13 inches,cartoons (humorous images),War--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Croatia,,,United Nations,reformatted digital,,,,,"Yugoslav War, 1991-1995",Uncle Sam (Symbolic character),Negotiation,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000181,The L.A.P.D. Builds Its Case!,Florida Times-Union,"Two police detectives dump contents of a barrel marked ""OJ"" into the ocean, which is filled with sharks representing the media.",copyright 1994,1994,exact,Ed Gamble Cartoon Collection,MS.3763,9 inches by 13 inches,cartoons (humorous images),Editorial cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Los Angeles (Calif.),,,"Simpson, O. J., 1947-",reformatted digital,,,,,Trials (Murder),Reporters and reporting,Sensationalism in journalism,Sharks,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000182,It just confirms what we suspected all along! Anything that tastes good is bad for you!,Florida Times-Union,"In a grocery store aisle, a man comments on the FDA food labels that contain more information while his wife examines a canned food label. Their young daughter looks up wide eyed after biting into a candy bar.",copyright 1994,1994,exact,Ed Gamble Cartoon Collection,MS.3763,10.5 inches by 14.5 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,United States. Food and Drug Administration,reformatted digital,,,,,Food--Labeling--Law and legislation,Communication in nutrition,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000183,"Hey, quiet down, will ya? I can't hear myself think up here!",Florida Times-Union,President Bill Clinton perches on top of a ladder peering over North Korea's wall with binoculars. Below the presidents of India and Pakistan bicker with each other while carrying small nuclear bombs.,copyright 1994,1994,exact,Ed Gamble Cartoon Collection,MS.3763,9.5 inches by 13 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Korea (North),India,Pakistan,"Clinton, Bill, 1946-",reformatted digital,"Sharma, Shankar Dayal, 1918-1999",,,,International relations,Nuclear weapons,India--Foreign relations--Pakistan,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000184,Israel and PLO's leaders carry peace dove through a shootout,Florida Times-Union,Israeli Prime Minister Yitzhak Rabin and PLO Chairman Yasser Arafat carry a peace dove on a stretcher as bullets fly in all directions.,copyright 1994,1994,exact,Ed Gamble Cartoon Collection,MS.3763,9 inches by 13 inches,cartoons (humorous images),World politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Israel,Middle East,,"Rabin, Yitzhak, 1922-1995",reformatted digital,"Arafat, Yasir, 1929-2004",,,,"Israel. Treaties, etc. Munaẓẓamat al-Taḥrīr al-Filasṭīnīyah, 1994 May 4",Peace treaties,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
